target_ID	TAR_ID	drugbank_ID	target_name	kegg
531	TAR00531	3321	Cyclin-dependent protein kinase PfPK5	
532	TAR00532	3346	Complement factor D	
533	TAR00533	3361	Maspin	
534	TAR00534	3379	Kinesin-like protein KIF11	
535	TAR00535	3384	Macrophage migration inhibitory factor	
536	TAR00536	3448	Thromboxane-A synthase	
537	TAR00537	3482	Cell division protein kinase 7	
538	TAR00538	3610	Thioredoxin reductase, cytoplasmic	
539	TAR00539	3678	Enoyl-ACP reductase	
540	TAR00540	3803	Voltage-gated sodium channel subunit alpha Nav1.3	
541	TAR00541	3804	Sodium channel protein type 4 subunit alpha	
542	TAR00542	3806	CGMP-dependent 3',5'-cyclic phosphodiesterase	
543	TAR00543	3810	Catechol-O-methyl-transferase	
544	TAR00544	3811	Cytochrome P450 19	
545	TAR00545	3819	Low affinity immunoglobulin gamma Fc region receptor II-A	
546	TAR00546	3831	Low-density lipoprotein receptor-related protein 1	
547	TAR00547	3847	Neuroendocrine convertase 2	
548	TAR00548	3848	Neuroendocrine convertase 1	
549	TAR00549	3851	Serine protease hepsin	
550	TAR00550	3852	Neuropilin-1	
551	TAR00551	3854	Basic fibroblast growth factor receptor 1	
552	TAR00552	3856	Fibroblast growth factor receptor 3	
553	TAR00553	3858	Cathepsin L	
554	TAR00554	3859	Vesicle-associated membrane protein	
555	TAR00555	3872	Somatostatin receptor type 5	
556	TAR00556	3873	Prolyl endopeptidase	
557	TAR00557	3876	Aromatic-L-amino-acid decarboxylase	
558	TAR00558	3917	mRNA of Methylenetetrahydrofolate reductase	
559	TAR00559	3923	Cholinesterase	
560	TAR00560	3924	Phospholipase D1	
561	TAR00561	3925	Choline transporter-like protein 4	
563	TAR00563	3936	Thymidine phosphorylase	
564	TAR00564	3937	Fatty-acid amide hydrolase	
565	TAR00565	3939	Amine oxidase [flavin-containing] B	
566	TAR00566	3941	Amine oxidase [flavin-containing] A	
567	TAR00567	3942	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	
568	TAR00568	3947	Xanthine dehydrogenase/oxidase	
569	TAR00569	3950	Cell division protein kinase 9	
570	TAR00570	3954	Hypoxia-inducible factor-prolyl hydroxylase	
571	TAR00571	3955	Cell division protein kinase 6	
572	TAR00572	3957	Adenosine deaminase	
573	TAR00573	3959	Cell division protein kinase 4	
574	TAR00574	3961	ATP-sensitive K+ channel	
575	TAR00575	3968	Cell division protein kinase 8	
576	TAR00576	3970	Voltage-dependent N-type calcium channel	
577	TAR00577	3971	CAD protein	
578	TAR00578	4020	Glutamyl aminopeptidase	
579	TAR00579	4052	Sphingomyelin phosphodiesterase 4	
580	TAR00580	4084	Peptidyl-prolyl cis-trans isomerase B	
581	TAR00581	4095	Neuronal acetylcholine receptor protein, alpha-7 chain	
582	TAR00582	4096	Metabotropic glutamate receptor 3	
583	TAR00583	4097	Neuronal acetylcholine receptor subunit alpha-9	
584	TAR00584	4100	Gamma-aminobutyric acid receptor subunit beta-2	
585	TAR00585	4107	Cycloinulo-oligosaccharide fructanotransferase	
586	TAR00586	4115	Voltage-dependent L-type calcium channel alpha-1D subunit	
587	TAR00587	4121	Histone deacetylase 1	
588	TAR00588	4122	Histone deacetylase 2	
589	TAR00589	4124	Histone deacetylase 6	
590	TAR00590	4128	Protein farnesyltransferase beta subunit	
591	TAR00591	4129	Farnesyltransferase	
592	TAR00592	4130	Hypoxia-inducible factor 1 alpha	
593	TAR00593	4131	Prostaglandin E2 receptor EP3 subtype	
594	TAR00594	4137	Nociceptin receptor	
595	TAR00595	4148	Serine/threonine-protein kinase mTOR	
596	TAR00596	4149	Nuclear factor NF-kappa-B	
597	TAR00597	4152	Superoxide dismutase [Cu-Zn]	
598	TAR00598	4160	Voltage-dependent calcium channel subunit alpha-2/delta-2	
599	TAR00599	4165	P2Y purinoceptor 2	
600	TAR00600	4171	Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, delta isoform	
601	TAR00601	4173	Tyrosine-protein kinase JAK2	
602	TAR00602	4175	Platelet-activating factor acetylhydrolase	
603	TAR00603	4177	Proto-oncogene tyrosine-protein kinase receptor ret	
604	TAR00604	4178	DNA repair protein RAD51 homolog 1	
605	TAR00605	4180	DNA-(apurinic or apyrimidinic site) lyase	
606	TAR00606	4183	HLA class II histocompatibility antigen, DRB1-1	
607	TAR00607	4184	Protein kinase C, delta type	
608	TAR00608	4186	Neuropeptide Y receptor type 2	
609	TAR00609	4189	Alpha-galactosidase A	
610	TAR00610	4192	DNA topoisomerase II, beta isozyme	
611	TAR00611	4198	Fructose-1,6-bisphosphatase	
612	TAR00612	4203	Histamine N-methyltransferase	
613	TAR00613	4205	Carbonic anhydrase IX	
614	TAR00614	4210	Toll-like receptor 4	
615	TAR00615	4218	Ribonucleoside-diphosphate reductase subunit M2	
616	TAR00616	4222	Ephrin type-B receptor 4	
617	TAR00617	4246	Voltage-dependent anion-selective channel protein 2	
618	TAR00618	4247	Voltage-dependent anion-selective channel protein 3	
619	TAR00619	4341	Beta crystallin B1	
620	TAR00620	4487	Haemophilus influenzae NadR protein	
621	TAR00621	4512	Cytochrome P450 3A4	
622	TAR00622	4513	Pancreatic alpha-amylase	
623	TAR00623	4534	mRNA of cytohesin-2	
625	TAR00625	4574	Probable naphthoate synthase menB	
627	TAR00627	4604	Liver carboxylesterase	
628	TAR00628	4751	MAP kinase p38	
629	TAR00629	4845	ADAM 33	
630	TAR00630	4850	Beta-2-glycoprotein 1	
631	TAR00631	4852	Reticulon 4 receptor	
632	TAR00632	4856	Membrane-associated lectin type-C	
633	TAR00633	4861	Interleukin-6 receptor	
634	TAR00634	4878	Glycoprotein hormones alpha chain	
635	TAR00635	4890	Hemagglutinin	
636	TAR00636	4969	Flavohemoglobin	
637	TAR00637	5091	UDP-N-acetylenolpyruvylglucosamine reductase	
638	TAR00638	5491	Methionine gamma-lyase	
639	TAR00639	5492	Cystathionine gamma-synthase	
640	TAR00640	5691	DTDP-4-dehydrorhamnose 3,5-epimerase rmlC	
641	TAR00641	5717	Wee1-like protein kinase	
642	TAR00642	5718	Cytochrome P450 2A6	
643	TAR00643	5736	Arginine deiminase	
644	TAR00644	5744	Undecaprenyl pyrophosphate synthetase	
645	TAR00645	5787	Angiopoietin 1 receptor	
646	TAR00646	5788	Cellular tumor antigen p53	
647	TAR00647	5790	Serine/threonine-protein kinase Chk1	
648	TAR00648	5800	Amyloid beta A4 protein	
649	TAR00649	5816	Vascular endothelial-cadherin	
650	TAR00650	5817	Serine/threonine protein kinase 12	
651	TAR00651	5838	Transient receptor potential cation channel subfamily V member 3	
652	TAR00652	5839	Cathepsin K	
653	TAR00653	5849	CAMP-dependent protein kinase type I-alpha regulatory chain	
654	TAR00654	5852	Type-2 angiotensin II receptor	
655	TAR00655	5867	Hepatitis C Virus Serine Protease NS3/4A	
656	TAR00656	5898	Complement C3	
657	TAR00657	5925	Neuropeptide Y	
658	TAR00658	5955	T-cell surface glycoprotein CD4	
659	TAR00659	5963	Tyrosine-protein kinase JAK3	
660	TAR00660	5986	Parathyroid hormone/parathyroid hormone-related peptide receptor	
661	TAR00661	5990	Antiapoptotic protein BCL-XL	
662	TAR00662	5993	B2 bradykinin receptor	
663	TAR00663	5997	Tumor necrosis factor ligand superfamily member 11	
664	TAR00664	5998	Toll-like receptor 8	
665	TAR00665	6002	Prostaglandin E2 receptor, EP4 subtype	
666	TAR00666	6003	Histone deacetylase 4	
667	TAR00667	6008	Somatostatin receptor type 2	
668	TAR00668	6017	Cytochrome P450 11A1, mitochondrial	
669	TAR00669	6021	Adenosine kinase	
670	TAR00670	6030	Cytochrome P450 2B6	
671	TAR00671	6033	High affinity interleukin-8 receptor A	
672	TAR00672	6036	Eosinophil peroxidase	
673	TAR00673	6040	6-phosphogluconate dehydrogenase, decarboxylating	
674	TAR00674	6043	Putative G-protein coupled receptor 44	
675	TAR00675	6045	Voltage-dependent calcium channel subunit alpha-2/delta-3	
676	TAR00676	6047	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1	
677	TAR00677	6055	Receptor-type protein-tyrosine phosphatase S	
678	TAR00678	6057	Vacuolar ATP synthase catalytic subunit A	
679	TAR00679	6065	Integrin beta-1	
680	TAR00680	6066	Integrin alpha-V	
681	TAR00681	6073	Potassium channel subfamily K member 9	
682	TAR00682	6078	Neuronal acetylcholine receptor protein, beta-4 chain	
683	TAR00683	6080	Neuronal acetylcholine receptor subunit alpha-5	
684	TAR00684	6086	Gamma-aminobutyric acid receptor subunit gamma-2	
685	TAR00685	6099	Potassium voltage-gated channel subfamily D member 3	
686	TAR00686	6116	Gastric triacylglycerol lipase	
687	TAR00687	6131	Carbonic anhydrase XIV	
688	TAR00688	6189	Matrilysin	
689	TAR00689	6190	Stromelysin-3	
690	TAR00690	6191	Matrix metalloproteinase-14	
691	TAR00691	6221	Steroid hormone receptor ERR1	
692	TAR00692	6226	Topoisomerase IV subunit A	
693	TAR00693	6230	ADAMTS-5	
694	TAR00694	6233	Adenylate cyclase, type II	
695	TAR00695	6240	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	
696	TAR00696	6246	Serine/threonine-protein kinase PLK1	
697	TAR00697	6256	ADAM 17	
698	TAR00698	6260	Elastase 1	
699	TAR00699	6263	mRNA of PKA Catalytic Subunit C-alpha	
700	TAR00700	6274	Mitogen-activated protein kinase 9	
701	TAR00701	6277	73-kDa molecular chaperone HSP73	
702	TAR00702	6283	Oxysterols receptor LXR-alpha	
703	TAR00703	6284	TGF-beta receptor type I	
704	TAR00704	6292	Mitogen-activated protein kinase 8	
705	TAR00705	6293	Dual specificity protein kinase TTK	
706	TAR00706	6295	Endothelin-converting enzyme 1	
707	TAR00707	6350	Orphan nuclear receptor NR1I3	
708	TAR00708	6500	Phospholipase A2	
709	TAR00709	6521	Rhinovirus coat protein	
710	TAR00710	6522	Hepatocyte nuclear factor 4-alpha	
711	TAR00711	6527	Lymphocyte antigen 96	
712	TAR00712	6608	Serine/threonine-protein kinase Sgk1	
714	TAR00714	6655	Kallikrein 7	
715	TAR00715	6731	Carcinoembryonic antigen-related cell adhesion molecule 5	
716	TAR00716	6742	Recoverin	
717	TAR00717	6790	Elongation factor 2	
719	TAR00719	6847	Lactase-phlorizin hydrolase	
720	TAR00720	6853	Interleukin-1 receptor-associated kinase-4	
722	TAR00722	6879	Biphenyl hydrolase-related protein	
723	TAR00723	6895	Mitogen-activated protein kinase kinase kinase 9	
724	TAR00724	4200	Cytochrome P450 1A2	
725	TAR00725	6188	Stromelysin-2	
726	TAR00726	444	Alcohol dehydrogenase 1B	
727	TAR00727	517	Alcohol dehydrogenase 1C	
728	TAR00728	611	Retinal dehydrogenase 1	
729	TAR00729	251	Alcohol dehydrogenase 1A	
730	TAR00730	315	Arginase-1	
731	TAR00731	28	Collagen alpha-1(I) chain	
732	TAR00732	3818	Low affinity immunoglobulin gamma Fc region receptor III-A	
733	TAR00733	904	Glutathione S-transferase P	
734	TAR00734	1278	Pro-epidermal growth factor	
735	TAR00735	2230	Catalase	
736	TAR00736	1820	Beta-nerve growth factor	
737	TAR00737	679	C-1-tetrahydrofolate synthase, cytoplasmic	
738	TAR00738	134	Tryptophan 5-hydroxylase 1	
739	TAR00739	5251	Carbonyl reductase [NADPH] 1	
740	TAR00740	183	Vascular endothelial growth factor A	
741	TAR00741	681	Glycine dehydrogenase [decarboxylating], mitochondrial	
742	TAR00742	4924	Cytochrome P450 2C8	
743	TAR00743	237	Histo-blood group ABO system transferase	
744	TAR00744	4120	NADPH--cytochrome P450 reductase	
745	TAR00745	728	Interferon-alpha/beta receptor alpha chain	
746	TAR00746	2325	Sulfotransferase family cytosolic 2B member 1	
747	TAR00747	569	Retinal dehydrogenase 2	
748	TAR00748	2287	Bifunctional purine biosynthesis protein PURH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase	
749	TAR00749	360	Ribonucleoside-diphosphate reductase large subunit	
750	TAR00750	4141	Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	
751	TAR00751	2105	ATP-binding cassette sub-family G member 1	
752	TAR00752	4211	Cytidine deaminase	
753	TAR00753	908	Glutathione S-transferase theta-1	
754	TAR00754	6079	Neuronal acetylcholine receptor subunit alpha-3	
755	TAR00755	52	Pyruvate kinase isozymes R/L	
756	TAR00756	424	Dihydroorotate dehydrogenase, mitochondrial	
757	TAR00757	1192	Sulfotransferase 1A1	
758	TAR00758	1581	G protein-activated inward rectifier potassium channel 2	
759	TAR00759	1585	Basement membrane-specific heparan sulfate proteoglycan core protein	
760	TAR00760	749	Amiloride-sensitive cation channel 1, neuronal	
761	TAR00761	130	Prostacyclin synthase	
762	TAR00762	919	Glutamate receptor, ionotropic kainate 4	
763	TAR00763	3849	Insulin-like growth factor-binding protein 7	
764	TAR00764	6545	Calcium/calmodulin-dependent protein kinase type IV	
765	TAR00765	1024	Solute carrier family 22 member 11	
766	TAR00766	4031	Glutathione S-transferase A1	
767	TAR00767	899	Glutathione S-transferase Mu 3	
768	TAR00768	6100	BDNF/NT-3 growth factors receptor	
769	TAR00769	6232	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short	
770	TAR00770	544	Potassium voltage-gated channel subfamily E member 1	
771	TAR00771	579	Alcohol dehydrogenase class 4 mu/sigma chain	
772	TAR00772	4062	Sodium- and chloride-dependent glycine transporter 2	
773	TAR00773	840	Methionine synthase reductase, mitochondrial	
774	TAR00774	27	Amiloride-sensitive sodium channel subunit beta	
775	TAR00775	552	Amiloride-sensitive sodium channel subunit gamma	
776	TAR00776	909	Maleylacetoacetate isomerase	
777	TAR00777	1184	Interferon beta	
778	TAR00778	388	AMP deaminase 1	
780	TAR00780	2888	DNA-repair protein XRCC4	
781	TAR00781	1275	Estrogen sulfotransferase	
782	TAR00782	289	Cytosolic purine 5'-nucleotidase	
783	TAR00783	792	Aldehyde dehydrogenase, dimeric NADP-preferring	
784	TAR00784	3862	High affinity immunoglobulin epsilon receptor subunit beta	
785	TAR00785	3209	Ornithine decarboxylase, inducible	
786	TAR00786	5212	Carboxylesterase 2	
787	TAR00787	1984	Tumor necrosis factor receptor superfamily member 1A	
788	TAR00788	3562	1-phosphatidylinositol phosphodiesterase	
789	TAR00789	88	Retinoic acid receptor RXR-beta	
792	TAR00792	2371	Pantothenate kinase	
793	TAR00793	3027	Streptavidin	
795	TAR00795	2026	Inositol monophosphatase	
796	TAR00796	2236	Casein kinase II subunit alpha	
799	TAR00799	4467	Alpha-glucosidase, putative	
800	TAR00800	3697	Bifunctional protein glmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase	
801	TAR00801	2734	Lipase 3	
802	TAR00802	5698	Riboflavin synthase alpha chain	
803	TAR00803	2769	P-hydroxybenzoate hydroxylase	
804	TAR00804	3396	Elongation factor Tu	
806	TAR00806	6433	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	
807	TAR00807	3170	Elongation factor Tu-B	
808	TAR00808	3891	Putative L-Dopa decarboxylase	
809	TAR00809	3893	DDC protein	
810	TAR00810	6899	Orf1a polyprotein	
811	TAR00811	6517	Replicase polyprotein 1a	
812	TAR00812	2689	Phosphoribosylglycinamide formyltransferase	
815	TAR00815	2751	Holliday junction ATP-dependent DNA helicase ruvB	
942	TAR00942	5377	Placenta growth factor	
1018	TAR01018	6827	Probable chorismate mutase	
1019	TAR01019	6287	Arylsulfate sulfotransferase	
1020	TAR01020	4221	Vascular endothelial growth factor	
1021	TAR01021	6811	Restriction endonuclease R.BpuJI	
1022	TAR01022	6591	ATP synthase C chain	
1023	TAR01023	6482	Membrane protein involved in aromatic hydrocarbon degradation	
1026	TAR01026	6368	Dehydrosqualene synthase	
1027	TAR01027	6094	BCR/ABL fusion protein isoform X9	
1028	TAR01028	6855	Enoyl-(Acyl-carrier-protein) reductase	
1030	TAR01030	6529	Sulfide-quinone reductase, putative	
1031	TAR01031	6467	Acyl-CoA carboxylase	
1032	TAR01032	6067	Penicillin binding protein 2a	
1033	TAR01033	2526	NADPH-ferredoxin reductase fprA	
1034	TAR01034	5757	2-oxo-1,2-dihydroquinoline 8-monooxygenase, oxygenase component	
1035	TAR01035	4514	Citrate lyase beta subunit-like protein	
1037	TAR01037	2396	Formyl-coenzyme A transferase	
1038	TAR01038	6730	HYPOTHETICAL EXPORTED PROTEIN	
1040	TAR01040	3490	Sigma factor sigB regulation protein rsbQ	
1041	TAR01041	3261	Signal recognition particle protein	
1042	TAR01042	5181	Hypothetical protein yhdA	
1043	TAR01043	4447	Hypothetical protein yhfP	
1044	TAR01044	4926	Heme-based aerotactic transducer hemAT	
1045	TAR01045	4670	Cellulase B	
1046	TAR01046	4775	PROBABLE LIGNIN PEROXIDASE LIPJ	
1047	TAR01047	6870	Chorismate mutase-related protein	
1048	TAR01048	4476	Mannitol dehydrogenase	
1050	TAR01050	4587	Carbapenem-hydrolyzing beta-lactamase blaB-1	
1052	TAR01052	3982	Phosphoribosylformylglycinamidine synthase	
1053	TAR01053	5255	Deoxyuridine triphosphatase	
1054	TAR01054	3228	Enoyl-[acyl-carrier-protein] reductase [NADH]	
1056	TAR01056	4549	Endonuclease III	
1057	TAR01057	5270	ATP-dependent Clp protease ATP-binding subunit clpX	
1058	TAR01058	4292	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	
1059	TAR01059	6382	(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase	
1060	TAR01060	5363	Phosphonoacetaldehyde hydrolase	
1061	TAR01061	3617	Non-heme chloroperoxidase	
1063	TAR01063	2992	Peptide deformylase 2	
1064	TAR01064	3570	Cytochrome P450 152A1	
1065	TAR01065	4542	Glutaminase 1	
1066	TAR01066	4998	Hemoglobin-like protein yjbI	
1067	TAR01067	2893	Glycine oxidase	
1068	TAR01068	4564	YvbK protein	
1069	TAR01069	4655	Adenylate cyclase	
1070	TAR01070	3614	Proline iminopeptidase	
1071	TAR01071	3602	Anti-sigma F factor antagonist	
1073	TAR01073	5751	Proteasome	
1074	TAR01074	6694	Proteasome subunit beta	
1075	TAR01075	6485	Esterase estA	
1076	TAR01076	4343	Alpha-glucosidase	
1077	TAR01077	5581	Beta-fructosidase	
1079	TAR01079	3072	N-acetylglucosamine-6-phosphate deacetylase	
1080	TAR01080	2617	Nitric oxide synthase oxygenase	
1082	TAR01082	4529	Oxalate decarboxylase oxdC	
1084	TAR01084	3626	Probable polysaccharide deacetylase pdaA	
1085	TAR01085	5176	YtnJ	
1086	TAR01086	3192	Glucosamine-6-phosphate deaminase 1	
1088	TAR01088	4168	RNA-dependent RNA-polymerase	
1089	TAR01089	1541	Metalloproteinase	
1090	TAR01090	5722	Aklanonic acid methyl ester cyclase	
1091	TAR01091	6619	PCZA361.1	
1092	TAR01092	4275	PCZA361.16	
1093	TAR01093	4507	Alanine dehydrogenase	
1095	TAR01095	5097	PROBABLE DIHYDROLIPOAMIDE DEHYDROGENASE LPDA	
1096	TAR01096	6596	Short-chain Z-isoprenyl diphosphate synthetase	
1098	TAR01098	489	Monocarboxylate transporter 2	
1099	TAR01099	5695	3-methylaspartate ammonia-lyase	
1100	TAR01100	2310	2-dehydro-3-deoxyphosphooctonate aldolase	
1102	TAR01102	5276	Chromosomal replication initiator protein dnaA	
1103	TAR01103	5239	Exopolyphosphatase	
1104	TAR01104	4762	Acetoin utilization protein	
1105	TAR01105	5259	Transcriptional regulator	
1106	TAR01106	6564	Prephenate dehydrogenase	
1107	TAR01107	2435	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	
1108	TAR01108	6432	Transporter	
1109	TAR01109	6528	Sulfide-quinone reductase	
1110	TAR01110	3603	Chlorocatechol 1,2-dioxygenase	
1111	TAR01111	4808	Endoxylanase	
1112	TAR01112	4279	4-chlorobenzoyl CoA dehalogenase	
1113	TAR01113	4771	Dissimilatory copper-containing nitrite reductase	
1114	TAR01114	3067	Aquaporin Z	
1115	TAR01115	4981	Iron-starvation protein PigA	
1116	TAR01116	5484	Maltogenic amylase	
1117	TAR01117	5131	PhzG	
1118	TAR01118	4622	Amylase	
1119	TAR01119	5422	B-N-acetylhexosaminidase	
1120	TAR01120	2252	Endoglucanase 5A	
1121	TAR01121	2551	Cobalt-precorrin-4 C(11)-methyltransferase	
1122	TAR01122	5675	Chaperone protein torD	
1126	TAR01126	4905	Cytochrome c2	
1130	TAR01130	4934	Cytochrome c-551	
1132	TAR01132	4943	Cytochrome c6	
1134	TAR01134	4923	Cytochrome c3	
1136	TAR01136	5221	Cytochrome c3, 13 kDa	
1139	TAR01139	4385	Cytochrome c'	
1142	TAR01142	4975	Cytochrome c-556	
1143	TAR01143	2298	Cytochrome P450-cam	
1144	TAR01144	6587	Rubredoxin	
1145	TAR01145	2443	Azurin	
1146	TAR01146	3293	Flavodoxin	
1152	TAR01152	371	Cytochrome c oxidase subunit 1	
1153	TAR01153	5793	Cytochrome c oxidase subunit 2	
1154	TAR01154	6490	Cytochrome c oxidase subunit 3	
1155	TAR01155	6537	Protocatechuate 3,4-dioxygenase alpha chain	
1156	TAR01156	6538	Protocatechuate 3,4-dioxygenase beta chain	
1157	TAR01157	2874	Nitrogenase iron protein 1	
1159	TAR01159	3091	Maltodextrin phosphorylase	
1160	TAR01160	2515	Amidophosphoribosyltransferase	
1161	TAR01161	2249	Aspartate aminotransferase	
1162	TAR01162	3309	6-phosphofructokinase	
1163	TAR01163	3462	Tyrosine-protein kinase transforming protein Abl	
1165	TAR01165	553	DNA polymerase I	
1166	TAR01166	2507	Diphtheria toxin	
1167	TAR01167	3453	Alkaline phosphatase	
1168	TAR01168	3605	Thermonuclease	
1169	TAR01169	6675	Colicin-E3	
1170	TAR01170	2531	Alpha-amylase	
1172	TAR01172	2300	Lysozyme	
1173	TAR01173	2592	Beta-galactosidase	
1174	TAR01174	2947	Trypsin	
1175	TAR01175	3590	Alpha-lytic protease	
1176	TAR01176	2548	Subtilisin Carlsberg	
1177	TAR01177	6244	Subtilisin DY	
1178	TAR01178	2517	Subtilisin BPN'	
1179	TAR01179	6285	Thermolysin	
1180	TAR01180	2465	L-asparaginase 2	
1182	TAR01182	3356	Diaminopimelate decarboxylase	
1183	TAR01183	3339	Phosphoenolpyruvate carboxylase	
1184	TAR01184	2839	Tryptophan biosynthesis protein trpCF [Includes: Indole-3-glycerol phosphate synthase	
1189	TAR01189	2452	Tryptophanyl-tRNA synthetase	
1190	TAR01190	2800	Methionyl-tRNA synthetase	
1191	TAR01191	3547	Enterotoxin type B	
1192	TAR01192	2723	Cholera enterotoxin subunit B	
1193	TAR01193	6670	Ig kappa chain V-I region Bi	
1194	TAR01194	5012	Ig lambda chain V-II region MGC	
1195	TAR01195	6772	Ig heavy chain V-I region ND	
1196	TAR01196	6671	Ig heavy chain V-III region VH26	
1197	TAR01197	6338	Ig kappa chain C region	
1198	TAR01198	6280	T-cell receptor alpha chain C region	
1199	TAR01199	6281	T-cell receptor beta chain C region	
1200	TAR01200	4889	Ig epsilon chain C region	
1201	TAR01201	4785	Ig gamma-1 chain C region	
1202	TAR01202	6307	Ig gamma-2 chain C region	
1203	TAR01203	5948	HLA class I histocompatibility antigen, A-2 alpha chain	
1204	TAR01204	543	Penicillin-binding protein 1B	
1205	TAR01205	3530	Lactose permease	
1206	TAR01206	3057	L-arabinose-binding periplasmic protein	
1207	TAR01207	3538	D-ribose-binding periplasmic protein	
1208	TAR01208	6524	Protein tonB	
1209	TAR01209	3520	Outer membrane protein tolC	
1210	TAR01210	2863	Outer membrane protein F	
1211	TAR01211	2618	Methyl-accepting chemotaxis protein II	
1212	TAR01212	5498	Maltoporin	
1213	TAR01213	3119	Fimbrial protein	
1214	TAR01214	4276	DNA polymerase III subunit epsilon	
1215	TAR01215	4389	Lactose operon repressor	
1216	TAR01216	5284	Large T antigen	
1217	TAR01217	5264	DNA replication protein	
1218	TAR01218	2559	Thymidine kinase	
1220	TAR01220	653	Envelope glycoprotein GP340/GP220	
1221	TAR01221	3569	Capsid protein P40	
1222	TAR01222	2864	Penton protein	
1223	TAR01223	5580	Hexon protein	
1228	TAR01228	3352	Structural polyprotein	
1235	TAR01235	5214	Phosphoprotein	
1237	TAR01237	3299	DNA primase/helicase	
1239	TAR01239	5226	Protein ninB	
1240	TAR01240	721	NADH-ubiquinone oxidoreductase chain 2	
1241	TAR01241	219	NADH-ubiquinone oxidoreductase chain 3	
1242	TAR01242	300	NADH-ubiquinone oxidoreductase chain 4L	
1243	TAR01243	608	NADH-ubiquinone oxidoreductase chain 4	
1244	TAR01244	637	NADH-ubiquinone oxidoreductase chain 5	
1245	TAR01245	384	NADH-ubiquinone oxidoreductase chain 6	
1246	TAR01246	5649	Potassium-transporting ATPase B chain	
1247	TAR01247	6585	HLA class I histocompatibility antigen, B-27 alpha chain	
1248	TAR01248	3071	Regulatory protein E2	
1250	TAR01250	3291	Cytochrome c-552	
1251	TAR01251	2603	Beta-lactamase II	
1252	TAR01252	6773	Ig lambda chain V region 4A	
1253	TAR01253	4947	Bacterial hemoglobin	
1254	TAR01254	3558	Pseudoazurin	
1255	TAR01255	6875	Type-2 restriction enzyme EcoRV	
1256	TAR01256	3415	Ornithine carbamoyltransferase chain I	
1257	TAR01257	4315	DNA adenine methylase	
1259	TAR01259	3596	Deoxynucleotide monophosphate kinase	
1260	TAR01260	3524	DNA beta-glucosyltransferase	
1266	TAR01266	2570	Tetanus toxin	
1267	TAR01267	2900	Meso-diaminopimelate D-dehydrogenase	
1268	TAR01268	658	Para-aminobenzoate synthase component 1	
1269	TAR01269	3486	Fumarate hydratase class II	
1270	TAR01270	3012	DNA-3-methyladenine glycosylase 1	
1271	TAR01271	4323	Modification methylase HhaI	
1272	TAR01272	3833	Plasma serine protease inhibitor	
1277	TAR01277	4748	Levansucrase	
1278	TAR01278	6476	Porin P	
1279	TAR01279	2497	Guanyl-specific ribonuclease Sa	
1280	TAR01280	4787	Envelope glycoprotein gp160	
1282	TAR01282	6352	Reaction center protein H chain	
1283	TAR01283	6353	Reaction center protein L chain	
1284	TAR01284	6354	Reaction center protein M chain	
1285	TAR01285	2679	Vitamin B12 transporter btuB	
1286	TAR01286	126	D-lactate dehydrogenase	
1287	TAR01287	6322	Periplasmic oligopeptide-binding protein	
1289	TAR01289	6339	Ig kappa chain V-II region RPMI 6410	
1292	TAR01292	2791	L-asparaginase	
1293	TAR01293	3552	DNA topoisomerase 1	
1294	TAR01294	4484	2,5-diketo-D-gluconic acid reductase A	
1295	TAR01295	3259	Autolysin	
1296	TAR01296	5600	Pyruvate decarboxylase	
1297	TAR01297	5728	Bifunctional protein birA  synthetase	
1298	TAR01298	4839	DNA polymerase III subunit tau	
1299	TAR01299	327	Glutathione reductase	
1300	TAR01300	6679	Colicin-Ia	
1301	TAR01301	2676	Neuraminidase	
1302	TAR01302	4346	Polynucleotide kinase	
1303	TAR01303	129	Evolved beta-galactosidase subunit alpha	
1304	TAR01304	6308	Penicillin G acylase	
1306	TAR01306	2427	Ferrichrome-iron receptor	
1307	TAR01307	3200	Porphobilinogen deaminase	
1308	TAR01308	2546	Histidinol-phosphate aminotransferase	
1309	TAR01309	3191	Histidinol dehydrogenase	
1310	TAR01310	3018	HTH-type transcriptional regulator malT	
1311	TAR01311	845	Pyruvate dehydrogenase [cytochrome]	
1312	TAR01312	6347	Succinate dehydrogenase iron-sulfur subunit	
1313	TAR01313	5123	Protein ushA	
1314	TAR01314	6635	Regulatory protein sdiA	
1315	TAR01315	2633	Anaerobic ribonucleoside-triphosphate reductase	
1316	TAR01316	2596	Acetyl-CoA acetyltransferase	
1317	TAR01317	6480	Outer membrane usher protein papC	
1318	TAR01318	6351	Photosynthetic reaction center cytochrome c subunit	
1319	TAR01319	2999	Chitinase A	
