disease_ID	DIS_ID	disease_name	ICD9	ICD10
174	DIS00174	Chronic inflammatory diseases		
175	DIS00175	Chronic lung diseases	490-496, 770.7	J40-J44, J45, J47, P27.1
176	DIS00176	Chronic lymphocytic leukemia	204.1	C91.1
177	DIS00177	Chronic lymphocytic leukemia (CLL)	204.1, 208.9	C91-C95, C91.1
178	DIS00178	Chronic Myelogenous Leukemia (CML)	205.1, 208.9	C91-C95, C92.1
179	DIS00179	Chronic myeloid leukemia	205.1	C92.1
180	DIS00180	Chronic myeloproliferative diseases	205.1, 238.4, 289.89, 289.9	D47.1
181	DIS00181	Chronic obstructive pulmonary disease	490-492, 493, 494-496	J40-J44, J45, J47
182	DIS00182	Chronic Obstructive Pulmonary Disease (COPD)	460-519, 490-492, 493, 494-496	J00-J99, J40-J44, J45, J47
183	DIS00183	Chronic obstructive pulmonary disease, unspecified	460-519, 490-492, 494-496	J00-J99, J40-J44, J47
184	DIS00184	Chronic pain	338.2,780	R52.1-R52.2, G89
185	DIS00185	Chronic pathological pain	338780	R52, G89
186	DIS00186	Chronic Primary Insomnia	307.41, 307.42, 327.0, 780.51, 780.52	F51.0, G47.0
187	DIS00187	Chronic Renal Failure	585.9585.1-585.5403	N18
188	DIS00188	Chronic rhinitis	472.0, 477	J00, J30, J31.0
189	DIS00189	Chronic stable angina	413	I20
190	DIS00190	Chronic urticaria	708	L50
191	DIS00191	Clotting Disorders	286	D65-D69
192	DIS00192	Coagulative disorders	286	D65-D69
193	DIS00193	Cocaine dependence	304.2	F14.2
194	DIS00194	Cocaine overdose	304.2	F14.2
195	DIS00195	Coeliac disease	579	K90.0
196	DIS00196	Cognitive deficits	290-294, 294.0, 780.09, 780.9, 780.93	F01-F07, F04, R41.3
197	DIS00197	Cognitive deficits (age- and dementia-associated)	290-294	F01-F07
198	DIS00198	Colitis		
199	DIS00199	Colon cancer	153, 154	C18-C21
200	DIS00200	Colorectal cancer		
201	DIS00201	Colorectal Neoplasms		
202	DIS00202	Conformational diseases (polymer formation associated liver disease)	570-574	K70-K77
203	DIS00203	Congestive Heart Failure	428	I50
204	DIS00204	Convulsions	780.3	R56.0
205	DIS00205	Coronary Artery Disease	410-414, 429.2	I20-I25
206	DIS00206	Coronary atherosclerosis	414.0, 440	I70
207	DIS00207	Coronary heart disease	414	I25.1
208	DIS00208	Coronary syndromes	411.1	I20.0
209	DIS00209	Coronaviruses infections	001-139	A00-B99
210	DIS00210	Cough	786.2	R05
211	DIS00211	Crescentic glomerulonephritis	580-582	N00, N01, N03, N18
212	DIS00212	Crohns's Disease		
213	DIS00213	Crohns's Disease, unspecified		
214	DIS00214	Cushing's disease	255	E24.0
215	DIS00215	Cushing's syndrome	255	E24
216	DIS00216	Cushing's syndrome (ACTH independent)	255	E24
217	DIS00217	Cutaneous leishmaniasis	007.1, 085.1-085.4	A07.1, B55.1
218	DIS00218	Cutaneous T-Cell Lymphoma	202.1, 202.2	C84.0, C84.1
219	DIS00219	Cystic Fibrosis	277	E84
220	DIS00220	Cystitis		
221	DIS00221	Cytokine-mediated diseases		
222	DIS00222	Cytomegalovirus retinitis	78.5	B25.8, H30.9
223	DIS00223	Death		
224	DIS00224	Delirium	293	F05
225	DIS00225	Delusional disorder	297.1	F22.0
226	DIS00226	Dementia	290-294	F01-F07
227	DIS00227	Dengue virus infection	001-139, 042-075, 061	A00-B99, A80-A99, A90, B00-B34
228	DIS00228	Depression	311	F32
229	DIS00229	Depressive Disorder	296.2, 296.3, 332	F02.3, F32, F33, G20
230	DIS00230	Depressive Disorder, Major	296.2, 296.3, 332	F02.3, F32, F33, G20
231	DIS00231	Dermatological disorders		
232	DIS00232	Detrusor hyperreflexia	596.51	N32.81
233	DIS00233	Diabetes insipidus	250, 253.5, 307.6, 588.1, 788.30, 788.42	E08-E13, E23.2, F98.0, N25.1, R32, R35
234	DIS00234	Diabetes mellitus	250	E08-E13
235	DIS00235	Diabetes Mellitus Type 1 and 2	250	E08-E13
236	DIS00236	Diabetes Mellitus Type 2	250	E11
237	DIS00237	Diabetes Mellitus, Type 2	250	E08-E13
238	DIS00238	Diabetic cardiovascular dysfunction	250	E08-E13
239	DIS00239	Diabetic complications	250	E08-E13
240	DIS00240	Diabetic disorders	250	E08-E13
241	DIS00241	Diabetic endothelial dysfunction	250	E08-E13
242	DIS00242	Diabetic nephropathy	250.4	E10.2, E11.2, E13.2
243	DIS00243	Diabetic neuropathy	250.6	E10.4, E11.4, E13.4
244	DIS00244	Diabetic retinopathy	250.5	H36, E10.3, E11.3, E13.3
245	DIS00245	Diagnosis of pancreatic exocrine dysfunction and gastrinoma	157.4, 577.8	C25.4, K86.8
246	DIS00246	Diarrhea		
247	DIS00247	Diarrhea (secretory)	787.91	A09, K59.1
248	DIS00248	Diarrhoea-predominant irritable bowel syndrome	564.1	K58
249	DIS00249	Dietary shortage	260-269	E40-E46
250	DIS00250	Dilated cardiomyopathy	425.4	I42.0
251	DIS00251	Disabling peak-dose dyskinesias	333.8	G24.9
252	DIS00252	Disorders associated with NMDAR hypofunction		
253	DIS00253	Disorders of bone mineralization		
254	DIS00254	Disorders of cystine excretion		
255	DIS00255	Disorders of initiating and maintaining sleep [insomnias]	710	M32
256	DIS00256	Disseminated intravascular coagulation	286.6	D65
257	DIS00257	Documented iron deficiency	280.9	E61.1
258	DIS00258	Drug dependence	303-304	F10.2-F19.2
259	DIS00259	Drug Toxicity		
260	DIS00260	Drug-induced dyskinesias	333.8	G24.9
261	DIS00261	Dry eye	370.33	H16.229
262	DIS00262	Dyskinesia		
263	DIS00263	Dyslipidemia	272	E78
264	DIS00264	Dysmenorrhea, unspecified	625.3	N94.4-N94.6
265	DIS00265	Dyspnea	786.09	R06.0
266	DIS00266	Dysregulation of apoptosis		
267	DIS00267	Eicosanoid-mediated disorders		
268	DIS00268	Emotional diseases	312-314	F90-F98
269	DIS00269	Emphysema	492	J43
270	DIS00270	Endocrine independent cancer	140-229	C00-C96
271	DIS00271	Endometrial carcinoma	182	C54.1
272	DIS00272	Endometrial Neoplasms	140-239	C00-C96, C00-D48
273	DIS00273	Endometriosis	617	N80
274	DIS00274	Endotoxemia		
275	DIS00275	Endotoxin-induced myocardial neutrophil accumulation and contractile dysfunction		
276	DIS00276	Endotoxin-mediated diseases		
277	DIS00277	Ependymoma	191, 225	C71, D33
278	DIS00278	Epidermal hyperplasia		
279	DIS00279	Epilepsy	345	G40
280	DIS00280	Epileptic seizures	345.9, 780.3	G40, P90, R56
281	DIS00281	ER alpha-positive prostate tumors	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
282	DIS00282	ER beta-positive prostate tumors	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
283	DIS00283	Erectile dysfunction	302.72, 607.84	F52.2, N48.4
284	DIS00284	Esophageal Neoplasms		
285	DIS00285	Esophageal squamous cell cancer	140-229	C00-C96
286	DIS00286	Essential (primary) hypertension	401	I10, I11, I12, I13, I15
287	DIS00287	Essential hypertension	325, 390-459, 401, 430-459	G45-G46, I00-I99, I10, I11, I12, I13, I15, I60-I95
288	DIS00288	Estrogen disorders		
289	DIS00289	Ewing's sarcoma	140-229, 162, 170, 174, 175	C00-C96, C33, C34, C41, C50
290	DIS00290	Exanthema		
291	DIS00291	Excessive collagen deposition		
292	DIS00292	Excessive postoperative bleeding	459	R58
293	DIS00293	Eye inflammation	360-379	H00-H59
294	DIS00294	Fabry Disease	272.7	E75.2
295	DIS00295	Fatigue	780.71	R53.82
296	DIS00296	Febrile neutropenia	288	D70
297	DIS00297	Fever	477	J30
298	DIS00298	Fibrosing alveolitis	516.3	J84.1
299	DIS00299	Fibrosis	277	E84
300	DIS00300	Focal ischemia	459.89	I99.8
301	DIS00301	Folic acid deficiency	266.2	E53.8
302	DIS00302	Fractures, Bone		
303	DIS00303	Frontal lobe epilepsy	345	G40
304	DIS00304	Fungal diseases	110-118	B35-B49
305	DIS00305	fungal infections	110-118	B35-B49
306	DIS00306	Gain weight in patients with morbid obesity	278	E66
307	DIS00307	Gastric acid hypersecretion		
308	DIS00308	Gastric Cancer	140-229, 151, 188	C00-C96, C16, C67
309	DIS00309	Gastric disease	536, 750	K30-K31, Q40-Q41
310	DIS00310	Gastric emptying disorders		
311	DIS00311	Gastric ulcer	531	K25
312	DIS00312	Gastrin sensitive tumours	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
313	DIS00313	Gastroesophageal reflux disease	530	K21
314	DIS00314	Gastroesophageal Reflux Disease (GERD)	530	K21
315	DIS00315	Gastrointestinal adenocarcinomas	140-199	C00-C75, C7A, C7B
316	DIS00316	Gastrointestinal Cancers	150-159	C15-C26
317	DIS00317	Gastrointestinal Diseases and Disorders, miscellaneous		
318	DIS00318	Gastrointestinal motility disorders	536.8	K30
319	DIS00319	Gastrointestinal Neoplasms		
320	DIS00320	Gastrointestinal stromal tumors	150-159	C15-C26
321	DIS00321	Gastrointestinal Stromal Tumors (GIST)	140-199, 150-159, 210-229	C00-C75, C15-C26, C7A, C7B, D10-D36, D3A
322	DIS00322	Gastro-intestinal ulcers	531	K25
323	DIS00323	GCV-resistant HCMV		
324	DIS00324	Genital warts	78.11	A63.0
325	DIS00325	Genitourinary tumors	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
326	DIS00326	Geographic atrophy associated with age-related macular degeneration	362.5	H35.3
327	DIS00327	Gestational hypertension	401	I10, I11, I12, I13, I15
328	DIS00328	Giardiasis infections	001-139, 007.1	A00-B99, A07.1
329	DIS00329	Gilles de la Tourette's disorder		
330	DIS00330	Glaucoma	365	H40-H42
331	DIS00331	Glial proliferation		
332	DIS00332	Glioblastoma multiforme	191	C71
333	DIS00333	Glioblastoma Multiforme (GBM)	191	C71
334	DIS00334	Gliomas	191	C71
335	DIS00335	Glomerulonephritis	580-582	N00, N01, N03, N18
336	DIS00336	Gout	274	M10
337	DIS00337	Graft-versus-host disease, acute	279.5	T86.0
338	DIS00338	Graft-versus-host disease, chronic	279.5	T86.0
339	DIS00339	Gram-negative bacterial infection	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-A09, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79
340	DIS00340	Graves' disease		
341	DIS00341	Growth Hormone Deficiencies/Abnormalities		
342	DIS00342	Guillain-Barre syndrome		
343	DIS00343	Haemorrhagic conditions		
344	DIS00344	Hairy cell leukemia	202.4	C91.4
345	DIS00345	HCV infection	070.4, 070.5, 070.70	B17.1, B18.2
346	DIS00346	Head and Neck Cancer	140-149	C07-C14, C32-C33
347	DIS00347	Head and Neck Neoplasms	199	C44
348	DIS00348	Head and neck squamous cell carcinomas	199	C44
349	DIS00349	Head and neck tumors	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
350	DIS00350	Hearing Loss	389	H90-H91
351	DIS00351	Heart Disease	390-429	I00-I52
352	DIS00352	Heart disease, unspecified	390-429	I00-I52
353	DIS00353	Heart Failure	428	I50
354	DIS00354	Heart transplant	996	T86
355	DIS00355	Helicobacter pylori infection	41.86	B96.81
356	DIS00356	Helminth infection	001-139	A00-B99
357	DIS00357	Hematological Malignancies	200-209	C81-C96
358	DIS00358	Hemorrhage		
359	DIS00359	Heparin-induced thrombocytopenia type II	287.3, 287.4, 287.5	D69.6, P61.0
360	DIS00360	Hepatic fibrosis	709.2	L90.5
361	DIS00361	Hepatitis C	070.4, 070.5, 070.70	B17.1, B18.2
362	DIS00362	Hepatitis, Viral, C	573.3	K75.9
363	DIS00363	Hepatitis, virus not identified	573.3	K75.9
364	DIS00364	Hepatocellular carcinoma	155	C22.0
365	DIS00365	Hepatocellular Carcinoma (HCC)	155	C22.0
366	DIS00366	Hepatorenal syndrome		
367	DIS00367	HER2-positive Metastatic Breast Cancer	174, 175	C50
368	DIS00368	Hereditary Angioedema	277.6	D84.1
369	DIS00369	Hereditary Angioedema (HAE)	277.6	D84.1
370	DIS00370	Hereditary Polyposis Syndromes		
371	DIS00371	Heroin Dependence		
372	DIS00372	Herpes virus infection	001-139, 042-075	A00-B99, A80-A99, B00-B34
373	DIS00373	Hirsutism	704.1	L68.0
374	DIS00374	HIV	42	B20
375	DIS00375	HIV Infection	42	B20
376	DIS00376	Hodgkins disease, unspecified		
377	DIS00377	Homocysteine-related vascular disease	325, 430-459	G45-G46, I60-I95
378	DIS00378	Homocystinuria		
379	DIS00379	Hormone Deficiencies		
380	DIS00380	Hormone-refractory Prostate cancer	140-229, 185, 203.0, 208.9	C00-C96, C61, C90.0, C91-C95
381	DIS00381	Hot Flashes		
382	DIS00382	Human cytomegalovirus infections	001-139, 078.5	A00-B99, B25
383	DIS00383	Human immunodeficiency virus [HIV] disease	279.3	D84.9
384	DIS00384	Huntington's disease	294.1, 333.4	F02.2, G10
385	DIS00385	Hydronephrosis	591	N13.0-N13.3
386	DIS00386	Hyperammonemia	270.6	E72.2
387	DIS00387	Hypercalcemia of malignancy	275.42	E83.5
388	DIS00388	Hypercholesterolaemia		
389	DIS00389	Hypercholesterolemia	272	E78.0
390	DIS00390	Hypereosinophilic syndrome	288.3	D72.1
391	DIS00391	Hyperglycemia	790.29	R73.9
392	DIS00392	Hyperimmunoglobulinemia D		
393	DIS00393	Hyperinflammatory provoked organ injury		
394	DIS00394	Hyperinsulinemia		
395	DIS00395	Hyperlipidemia	272.0-272.4	E78
396	DIS00396	Hyperparathyroidism, unspecified	252	E21
397	DIS00397	Hypertension	325, 390-459, 401, 430-459	G45-G46, I00-I99, I10, I11, I12, I13, I15, I60-I95
398	DIS00398	Hypertension, Angina	401, 413	I10, I11, I12, I13, I15, I20
399	DIS00399	Hypertensive vascular disease	325, 430-459	G45-G46, I60-I95
400	DIS00400	Hypertonicity of bladder		
401	DIS00401	Hypertriglyceridemia	272.1	E78.1, E78.2, E78.3
402	DIS00402	Hypertrophic vascular disease	325, 430-459	G45-G46, I60-I95
403	DIS00403	Hypoglycemia	250.8, 251.0, 251.1, 251.2, 270.3, 775.6, 962.3	E16.0-E16.2
404	DIS00404	Hypogonadotropic hypogonadism	257.2	E23.0, E28.3, E29.1
405	DIS00405	Hypoinsulinemia	251.3	E89.1
406	DIS00406	Hyponatremia	276.1	E87.1
407	DIS00407	Hypotension	458.0, 780.7	I95.1, R53
408	DIS00408	Hypothalamic-pituitary ACTH function	253.7	E23.0, E89.3
409	DIS00409	Hypothermia	991.6	T68
410	DIS00410	Hypoxic-ischemic encephalopathy	768.7	P91.60
411	DIS00411	Idiopathic pulmonary fibrosis	516.3	J84.1
412	DIS00412	Immune disease	279.4	D84.9, M35.9
413	DIS00413	Immunodeficiency	279.3	D84.9
414	DIS00414	Immunosuppression		
415	DIS00415	Infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-A09, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79
416	DIS00416	Inflammation	360-379	H00-H59
417	DIS00417	Inflammatory Bowel Disease	555, 556	K50, K51
418	DIS00418	Inflammatory diseases	360-379	H00-H59
419	DIS00419	Inflammatory diseases associated with hypoxia	799.02	R09.02
420	DIS00420	Inflammatory Disorders, Unspecified		
421	DIS00421	Inflammatory lung disease	490-492,494-496	J40-J44, J47
422	DIS00422	Inflammatory neurological disease		
423	DIS00423	Inflammatory pain	338780	R52, G89
424	DIS00424	Inflammatory response in alcoholic liver disease	570-574	K70-K77
425	DIS00425	Inflammatory skin disorder		
426	DIS00426	Influenza A virus infection	001-139, 042-075, 487, 488	A00-B99, A80-A99, B00-B34, J10, J11
427	DIS00427	Influenza, virus not identified	487, 488	J10, J11
428	DIS00428	Injury to spine and spinal cord	767.4	G95.9, T09.3
429	DIS00429	Insomnia	300, 307.4	F40-F42, F51.0, G47.0
430	DIS00430	Insulin resistance		
431	DIS00431	Insulin resistance (obesity-related)		
432	DIS00432	Insulin-dependent diabetes mellitus	250	E08-E13
433	DIS00433	Intestinal ischemia-reperfusion associated with lung injury and the acute respiratory distress syndrome		
434	DIS00434	Intimal hyperplasia		
435	DIS00435	Intrahepatic cholestasis	576.2	K83.1
436	DIS00436	Invasive candidiasis	112	B37
437	DIS00437	Iron-deficiency anemia	280	D50
438	DIS00438	Irritable bowel syndrome	564.1	K58
439	DIS00439	Irritable Bowel Syndrome (IBS)	250, 250.00, 250.02, 278, 564.1	E08-E13, E11, E66, K58
440	DIS00440	Irritation	360-379	H00-H59
441	DIS00441	Ischemia	459.89	I99.8
442	DIS00442	Ischemia reperfusion injuries	459.89	I99.8
443	DIS00443	Ischemic heart disease	410-414	I20-I25
444	DIS00444	Ischemic injury of the liver		
445	DIS00445	Ischemic Stroke	434.91	I61-I63
446	DIS00446	Kaposi's Sarcoma	176	C46
447	DIS00447	Kidney Cancer	189	C64
448	DIS00448	Kidney Disease	280	D50, N00-N29
449	DIS00449	Kidney Transplantation	996	T86
450	DIS00450	Kinetoplastida parasite infection	001-139	A00-B99
451	DIS00451	Korsakov's alcoholic psychosis	290-299	F20-F29
452	DIS00452	Lasting tachycardia	427, 785.0	I47-I49, R00.0
453	DIS00453	Late-stage Solid tumors	140-199, 200, 202, 202.8, 210-229	C00-C75, C7A, C7B, C81-C96, C82-C85, D10-D36, D3A
454	DIS00454	Leishmania Infections	001-139, 296.0, 296.4, 296.6	A00-B99, F30
455	DIS00455	Leprosy, unspecified	030.9	A30.9
456	DIS00456	Lesch-Nyhan syndrome	277.2	E79.2
457	DIS00457	Leukemia, Lymphoid	208.9	C91-C95
458	DIS00458	Leukemia, Myeloid	208.9	C91-C95
459	DIS00459	Leukemia, Myeloid, Acute	205.0	E92.0
460	DIS00460	Leukemia, Unspecified	208.9	C91-C95
461	DIS00461	Lipid metabolic disorders	270-279	E70-E89
462	DIS00462	Lipodystrophy	272.6	E88.1
463	DIS00463	Liver Cancer	140-229, 155	C00-C96, C22.0
464	DIS00464	Liver cirrhosis	571	K70.3, K71.7, K74
465	DIS00465	Liver Disease	571.8	K76.0
466	DIS00466	Liver fibrogenesis		
467	DIS00467	Local anesthesia	338	R52
468	DIS00468	Low high density lipoprotein syndromes		
469	DIS00469	LPS-induced left ventricular dysfunction	428	I50
470	DIS00470	Lung adenocarcinomas	140-199	C00-C75, C7A, C7B
471	DIS00471	Lung Cancer	140-229, 162	C00-C96, C33-C34
472	DIS00472	Lung injury		
473	DIS00473	Lung Neoplasms	140-229, 162	C00-C96, C33-C34
474	DIS00474	Lymphangiomatosis		
475	DIS00475	Lymphoblast tumor	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
476	DIS00476	Lymphoma	202.1, 202.2	C84.0, C84.1
477	DIS00477	Lymphoma, B-Cell	202.8	C81-C96
478	DIS00478	Lymphoma, Follicular	200, 202, 202.8	C81-C96, C82-C85
479	DIS00479	Lymphoma, Large B-Cell, Diffuse	202.8	C81-C96
480	DIS00480	Lymphoma, Large-Cell, Diffuse		
481	DIS00481	Lymphoma, Non-Hodgkin	183, 200, 200.0, 200.4, 201, 202, 202.8	C56, C81, C81-C96, C82-C85, C83.3, C85.1, C85.7
482	DIS00482	Lymphoma, Non-Hodgkin's	183, 200, 200.0, 200.4, 201, 202, 202.8	C56, C81, C81-C96, C82-C85, C83.3, C85.1, C85.7
483	DIS00483	Lymphoma, T-Cell		
484	DIS00484	Lymphoma, Unspecified	200, 202, 202.8	C81-C96, C82-C85
485	DIS00485	Macular Degeneration	362.5	H35.3
486	DIS00486	Macular edema	362.07	E08.3, E09.3, E10.3, E11.3, E13.3
487	DIS00487	Magnesium deficiency dermatitis	692.9	L20-L30
488	DIS00488	Major Depressive Disorder	296.2, 296.3, 332	F02.3, F32, F33, G20
489	DIS00489	Malaria	84	B50-B54
490	DIS00490	Male infertility	628	N97.0
491	DIS00491	Malignancies	200-209	C81-C96
492	DIS00492	Malignancy-associated hypercalcemia	275.42	E83.5
493	DIS00493	Malignant Gliomas	191	C71
494	DIS00494	Malignant hyperthermia	995.86	995.86
495	DIS00495	Malignant melanoma	172, 202.4, 208.9	C43, C91-C95, C91.4
496	DIS00496	Malignant mesothelioma	163	C45
497	DIS00497	Malignant pain	338780	R52, G89
498	DIS00498	Malignant phyllodes tumours	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
499	DIS00499	Manic disorder	296.0,296.4,296.6	F30
500	DIS00500	McCune-Albright syndrome	756.54	Q78.1
501	DIS00501	Measure kidney function		
502	DIS00502	Medullary thyroid cancer	193	C73
503	DIS00503	Medullary thyroid carcinoma	193	C73
504	DIS00504	Medulloblastoma	191	C71
505	DIS00505	Melanoma	172	C43
506	DIS00506	Melanoma metastasis	172	C43
507	DIS00507	Melanoma; Prostate cancer	140-229, 172, 185	C00-C96, C43, C61
508	DIS00508	Meningioma	225.2	C70, D32
509	DIS00509	Mesothelioma	163	C45
510	DIS00510	Metabolic Disease	270-279	E70-E89
511	DIS00511	Metabolic disorder, unspecified	270-279	E70-E89
512	DIS00512	Metabolic syndrome X	277.7	E88.81
513	DIS00513	Metastatic hormone refractory Prostate cancer	185	C61
514	DIS00514	Metastatic osteosarcoma in the lung	170	C40-C41
515	DIS00515	Methanol Poisoning	980.1, 982	T51.1, T52.3
516	DIS00516	Microbial infections	001-139	A00-B99
517	DIS00517	Migraine	346	G43
518	DIS00518	Migraine and Cluster Headaches	339.00, 339.01, 339.02, 346	G43, G44.0
519	DIS00519	Mitochondrial Diseases	277.87	E88.49
520	DIS00520	MLL-rearranged acute lymphoblastic leukemias	204.0, 208.9	C91-C95, C91.0
521	DIS00521	Moderate to Severe Plaque Psoriasis	696	L40
522	DIS00522	Mood [affective] disorders	296	F30-F39
523	DIS00523	Motion sickness	994.6	T75.3
524	DIS00524	Motor disorder		
525	DIS00525	Motor neurone disease	335.2	G12.2
526	DIS00526	Mucociliary dysfunction		
527	DIS00527	Multiple Myeloma	203	C90.0
528	DIS00528	Multiple organ failure	995.92	
529	DIS00529	Multiple Sclerosis	340	G35
530	DIS00530	Myelodysplastic Syndrome	238.7	D46
531	DIS00531	Myeloma disease	203	C90.0
532	DIS00532	Myeloneuropathy		
533	DIS00533	Myocardial Infarction	410	I21-I22
534	DIS00534	Myocardial infarction (MI)	410	I21, I22
535	DIS00535	Myocardial ischemia	459.89	I99.8
536	DIS00536	Myocardial ischemia and reperfusion injury	459.89	I99.8
537	DIS00537	Nasopharyngeal Cancer (NPC)	140-229	C00-C96
538	DIS00538	Nausea and vomiting	698, 787, 787.0, 995.3	L29, R11, T78.4
539	DIS00539	Neonatal Hyperbilirubinemia, jaundice	773, 774, 782.4	P58, P59, R17
540	DIS00540	Neonatal jaundice	782.4	R17
541	DIS00541	Neoplasm Metastasis	140-199, 140-239, 210-229	C00-C75, C00-C96, C7A, C7B, D10-D36, D3A
542	DIS00542	Neoplasms	140-239	C00-C96, C00-D48
543	DIS00543	Neoplasms (CNS)	140-239	C00-D48
544	DIS00544	Neoplastic diseases	140-239.99	C00-D48
545	DIS00545	Nephrogenic diabetes insipidus	250, 253.5, 588.1	E08-E13, E23.2, N25.1
546	DIS00546	Nephrosis	591	N13.0-N13.3
547	DIS00547	Net blotch		
548	DIS00548	Neural Tube Defects	740,741,742	Q00,Q01,Q05
549	DIS00549	Neuroblastoma	194	C74.9
550	DIS00550	Neurodegenerative diseases	330-337	G30-G32
551	DIS00551	Neuroendocrine tumors	209	C7A, C7B, D3A
552	DIS00552	Neurogenic bladder	188	C67
553	DIS00553	Neurogenic inflammation		
554	DIS00554	Neuroimmunological diseases		
555	DIS00555	Neuroleptic malignant syndrome	333.92	G21.0
556	DIS00556	Neurologic and psychiatric diseases		
557	DIS00557	Neurologic Disorders	320-359	G00-G99
558	DIS00558	Neurological diseases		
559	DIS00559	Neurological symptom		
560	DIS00560	Neuronal injury		
561	DIS00561	Neuropathic pain	338780	R52, G89
562	DIS00562	Neuropsychiatric disorders	290-319	F01-F99
563	DIS00563	Neurotoxicity Syndromes		
564	DIS00564	Neutropenia	288	D70
565	DIS00565	Non-Hodgkin's Lymphoma	140-199, 200, 202, 202.8, 210-229	C00-C75, C7A, C7B, C81-C96, C82-C85, D10-D36, D3A
566	DIS00566	Non-Hodgkin's lymphoma, unspecified type	200, 202, 202.8	C81-C96, C82-C85
567	DIS00567	Noninsulin-dependent diabetes mellitus	250	E08-E13
568	DIS00568	Non-myeloid cancer	140-199	C00-C75, C7A, C7B
569	DIS00569	Non-small Cell Lung Cancer	140-229, 162, 204.0	C00-C96, C33, C33-C34, C34, C91.0
570	DIS00570	Non-small Cell Lung Cancer (NSCLC)	162	C33, C34
571	DIS00571	Not Available		
572	DIS00572	Obesity	278	E66
573	DIS00573	Obsessive-compulsive disorder	300.3	F42
574	DIS00574	Obstructive airway disease	490-492, 494-496	J40-J44, J47
575	DIS00575	Occlusive peripheral vascular disease	325, 430-459, 443.9	G45-G46, I60-I95, I73.9
576	DIS00576	Ocular hypertension	365, 365.04	H40-H42, H40.0
577	DIS00577	Oesophageal cancer	140-229	C00-C96
578	DIS00578	Opioid dependence	304	F11.2
579	DIS00579	Opioid-induced bowel dysfunction		
580	DIS00580	Opioid-Related Disorders	250, 250.6, 292, 304.0, 305.50, 356.0, 356.8	E08-E13, E10.4, E11.4, E13.4, F11, G64, G90.0
581	DIS00581	Oral cancer	140-146	C00-C08
582	DIS00582	Oral Facial Pain	338780	R52, G89
583	DIS00583	Organ rejection	279.5, 996	D89.8, T86
584	DIS00584	Oropharyngeal candidiasis	112	B37
585	DIS00585	Oropharyngeal squamous cell carcinoma	199	C44
586	DIS00586	Osteoarthritis	715	M15-M19, M47
587	DIS00587	Osteoarthritis pain	338, 715,780	M15-M19, M47, R52, G89
588	DIS00588	Osteolysis		M89.5
589	DIS00589	Osteolytic metastatic cancer	140-229	C00-C96
590	DIS00590	Osteonecrosis	733.0, 733.4	M80-M81, M87
591	DIS00591	Osteopenic disorders	733.90	M85.8
592	DIS00592	Osteoporosis	733	M80-M81
593	DIS00593	Osteoporosis and other bone-related diseases	733	M80-M81
594	DIS00594	Osteoporosis, Postmenopausal	733	M80-M82
595	DIS00595	Osteoporosis, unspecified	733	M80-M81
596	DIS00596	Osteosarcoma	170	C40-C41
597	DIS00597	Ovarian cancer	183	C56
598	DIS00598	Ovarian Neoplasms	183, 220	C56
599	DIS00599	Overactive bladder disorder	188, 596.51	C67, N32.81
600	DIS00600	Over-expression of TF		
601	DIS00601	Oxidative and free radical damage		
602	DIS00602	Oxidative tissue injuries		
603	DIS00603	Oxygen-induced retinopathy	362.0-362.2	H35-H35.2
604	DIS00604	P. aeruginosa infections	001-139	A00-B99
605	DIS00605	P. carinii pneumonia	480-486, 770.0	J12, J13, J14, J15, J16, J17, J18, P23
606	DIS00606	Paget's disease	731.0, 733.0	M80-M81, M88
607	DIS00607	Pain	789.0,338,780	R10, G89, R52
608	DIS00608	Pain (anesthesia, neuropathic)	338, 356.0, 356.8,780	G64, G90.0, R52, G89
609	DIS00609	Pain, Acute or Chronic	338780	R52, G89
610	DIS00610	Pain, unspecific	338780	R52, G89
611	DIS00611	Pain, unspecified	338780	R52, G89
612	DIS00612	Pancreatic Cancer	140-229, 157, 172, 185	C00-C96, C25, C43, C61
613	DIS00613	Pancreatic cancer, Prostate cancer	140-229, 157, 185	C00-C96, C25, C61
614	DIS00614	Pancreatic disease	577, 751.7	K85-K86, Q45.0-Q45.3
615	DIS00615	Pancreatic Neoplasms	157.0-157.9	C25
616	DIS00616	Pancreatic, prostate and a number of other cancers	140-229	C00-C96
617	DIS00617	Pancreatitis	577.0-577.1	K85, K86.0K86.1
618	DIS00618	Parasitic diseases		
619	DIS00619	Parkinson Disease	332	G20, F02.3
620	DIS00620	Parkinsonian symptoms		
